Company Name,Ticker,Market Cap (mil),Avg Volume,Industry,Sector
"Charles River Laboratories International","CRL","11014.22","800528","Medical Services","Medical"
"Cresco Labs Inc.","CRLBF","605.29","739578","Medical - Products","Medical"
"Salesforce","CRM","307784.22","4048076","Computer - Software","Computer and Technology"
"CorMedix","CRMD","703.86","1576742","Medical - Biomedical and Genetics","Medical"
"Critical Metals Corp.","CRML","563.72","12250","Mining - Miscellaneous","Basic Materials"
"America's CarMart","CRMT","270.26","87204","Automotive - Retail and Whole Sales","Retail-Wholesale"
"CreditRiskMonitor.com","CRMZ","30.88","8826","Internet - Content","Computer and Technology"
"Cerence","CRNC","130.43","916554","Computers - IT Services","Computer and Technology"
"Capricorn Energy PLC Unsponsored ADR","CRNCY","200.74","179","Oil and Gas - Exploration and Production - International","Oils-Energy"
"Crinetics Pharmaceuticals","CRNX","4857.36","639034","Medical - Drugs","Medical"
"Cronos Group","CRON","764.59","943678","Medical - Drugs","Medical"
"Crocs","CROX","5903.98","1918450","Textile - Apparel","Consumer Discretionary"
"China Resources Power Holdings","CRPJY","12021.46","54","Utility - Electric Power","Utilities"
"Carrefour","CRRFY","11017","469627","Retail - Supermarkets","Retail-Wholesale"
"Carpenter Technology","CRS","8830.52","673733","Steel - Speciality","Basic Materials"
"CRISPR Therapeutics","CRSP","4405.95","1353668","Medical - Biomedical and Genetics","Medical"
"Corsair Gaming","CRSR","684.74","426318","Gaming","Consumer Discretionary"
"Cross Timbers Royalty Trust","CRT","59.16","27848","Oil and Gas - Royalty Trust - United States","Oils-Energy"
"Creatd","CRTD",".8","6623","Technology Services","Business Services"
"The Coretec Group","CRTG","5.47","202194","Electronics - Miscellaneous Products","Computer and Technology"
"Criteo","CRTO","1957.86","476555","Internet - Software and Services","Computer and Technology"
"Cirrus Logic","CRUS","5511.14","763290","Electronics - Semiconductors","Computer and Technology"
"Chilco River","CRVH",".06","75","Gaming","Consumer Discretionary"
"CorVel","CRVL","6148.12","30584","Business - Services","Business Services"
"CERVOMED INC","CRVO","77.38","69423","Medical - Biomedical and Genetics","Medical"
"Corvus Pharmaceuticals","CRVS","591.11","1045236","Medical - Biomedical and Genetics","Medical"
"Careview Communications","CRVW","6.6","27408","Medical Info Systems","Medical"
"CrowdStrike","CRWD","80899.07","3223603","Internet - Software","Computer and Technology"
"Crown Crafts","CRWS","45.57","21046","Textile - Home Furnishing","Consumer Discretionary"
"Commerzbank","CRZBY","20062.37","23189","Banks - Foreign","Finance"
"Cosan","CSAN","3800.48","497086","Alternative Energy - Other","Oils-Energy"
"CSB Bancorp","CSBB","103.88","502","Banks - Midwest","Finance"
"Champions Oncology","CSBR","60.83","12507","Medical - Drugs","Medical"
"COSCIENS Biopharma Inc.","CSCI","12.39","5242","Medical - Biomedical and Genetics","Medical"
"Cisco Systems","CSCO","231702.08","17135322","Computer - Networking","Computer and Technology"
"CoStar Group","CSGP","31726.77","3705090","Computers - IT Services","Computer and Technology"
"CSG Systems International","CSGS","1616.82","230039","Computer - Services","Computer and Technology"
"Casio Computer Co.","CSIOY","1689.89","28","Electronics - Miscellaneous Products","Computer and Technology"
"Canadian Solar","CSIQ","800.52","2656236","Solar","Oils-Energy"
"Carlisle Companies","CSL","20435.89","314908","Diversified Operations","Conglomerates"
"CSL Limited","CSLLY","90546.63","29194","Medical - Biomedical and Genetics","Medical"
"Complete Solaria, Inc.","CSLR","123.41","646146","Solar","Oils-Energy"
"CSP","CSPI","128.49","15843","Computer - Integrated Systems","Computer and Technology"
"Centerspace","CSR","1233.95","126454","REIT and Equity Trust - Residential","Finance"
"Chicken Soup for the Soul Entertainment","CSSEQ",".04","51155","Broadcast Radio and Television","Consumer Discretionary"
"Caesarstone","CSTE","147.45","42970","Building Products - Miscellaneous","Construction"
"Castle Biosciences","CSTL","932.36","508781","Medical - Biomedical and Genetics","Medical"
"Constellium","CSTM","1725.85","2434335","Metal Products - Distribution","Industrial Products"
"Carriage Services","CSV","599.64","96383","Funeral Services","Consumer Staples"
"Capital Southwest","CSWC","1092.5","439829","Financial - Investment Management","Finance"
"CSW Industrials","CSWI","7063.61","135874","Chemical - Specialty","Basic Materials"
"CSX","CSX","69423.09","14561312","Transportation - Rail","Transportation"
"CAPITA","CTAGY","366.45","0","Business - Services","Business Services"
"Cintas","CTAS","91032.56","1162211","Uniform and Related","Industrial Products"
"Community Trust Bancorp","CTBI","1042.51","56726","Banks - Southeast","Finance"
"Carmell Corporation","CTCX","6.21","12710386","Medical - Biomedical and Genetics","Medical"
"Citrine Global Corp.","CTGL",".31","117","Food - Miscellaneous","Consumer Staples"
"Contango ORE, Inc.","CTGO","242.52","72660","Mining - Miscellaneous","Basic Materials"
"Charles & Colvard","CTHR","4.43","18855","Precious Metals and Jewels","Consumer Discretionary"
"Cytek Biosciences","CTKB","908.11","791305","Medical - Biomedical and Genetics","Medical"
"Cantaloupe","CTLP","647.39","398088","Financial Transaction Services","Business Services"
"Catalent","CTLT","10783.6","1974763","Medical - Drugs","Medical"
"Castellum, Inc.","CTM","10.21","4268749","Technology Services","Business Services"
"CytomX Therapeutics","CTMX","85.3","961715","Medical - Biomedical and Genetics","Medical"
"Contineum Therapeutics, Inc.","CTNM","473.31","75430","Medical - Biomedical and Genetics","Medical"
"Cheetah Net Supply Chain Service Inc.","CTNT","5.04","229250","Automotive - Domestic","Auto-Tires-Trucks"
"CTO Realty Growth","CTO","615.71","352504","REIT and Equity Trust - Other","Finance"
"Citius Oncology, Inc.","CTOR","2.99","89524","Medical - Biomedical and Genetics","Medical"
"Custom Truck One Source","CTOS","1171.83","615986","Automotive - Original Equipment","Auto-Tires-Trucks"
"Coterra Energy","CTRA","18105.95","5842891","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"CareTrust REIT","CTRE","5304.67","2722482","REIT and Equity Trust - Other","Finance"
"Centuri Holdings, Inc.","CTRI","1803.99","491301","Utility - Electric Power","Utilities"
"Castor Maritime","CTRM","37.01","43480","Transportation - Shipping","Transportation"
"Citi Trends","CTRN","164.29","57347","Retail - Apparel and Shoes","Retail-Wholesale"
"Country Garden Holdings","CTRYY","4343.82","6822","Real Estate - Development","Finance"
"CTS","CTS","1745.8","148259","Electronics - Miscellaneous Components","Computer and Technology"
"Cognizant Technology Solutions","CTSH","39819.64","3590183","Business - Software Services","Computer and Technology"
"Cytosorbents","CTSO","40.46","120151","Medical - Products","Medical"
"Continental","CTTAY","12000.36","198358","Automotive - Original Equipment","Auto-Tires-Trucks"
"Innovid","CTV","285.49","206176","Internet - Software","Computer and Technology"
"Corteva","CTVA","40089.8","3174769","Agriculture - Operations","Consumer Staples"
"Citius Pharmaceuticals","CTXR","74.37","929981","Medical - Drugs","Medical"
"","CUBA","18.23","32755","Financial - Investment Funds","Finance"
"CubeSmart","CUBE","11054.37","1469682","REIT and Equity Trust - Other","Finance"
"Customers Bancorp","CUBI","1678.39","457493","Banks - Southeast","Finance"
"Curative Biotechnology","CUBT","8.13","106635","Medical - Biomedical and Genetics","Medical"
"Cue Biopharma","CUE","83.67","835210","Medical - Biomedical and Genetics","Medical"
"Cuentas","CUEN",".01","3151","Financial Transaction Services","Business Services"
"Carnival","CUK","4083.86","1656131","Leisure and Recreation Services","Consumer Discretionary"
"Cullman Bancorp","CULL","66.29","2148","Banks - Northeast","Finance"
"Culp","CULP","66.07","9409","Textile - Home Furnishing","Consumer Discretionary"
"Curbline Properties Corp.","CURB","2579.39","643930","REIT and Equity Trust - Retail","Finance"
"CuriosityStream","CURI","107.56","348666","Film and Television Production and Distribution","Consumer Discretionary"
"Curaleaf Holdings, Inc.","CURLF","1384.06","754595","Medical - Products","Medical"
"CURO Group","CUROQ","1.69","0","Financial - Consumer Loans","Finance"
"Torrid Holdings","CURV","414.53","410373","Retail - Apparel and Shoes","Retail-Wholesale"
"Cutera","CUTR","7.82","346731","Lasers Systems and Components","Computer and Technology"
"Colruyt","CUYTY","6110.45","129","Consumer Products - Discretionary","Consumer Discretionary"
"Cousins Properties","CUZ","4815.24","1157132","REIT and Equity Trust - Other","Finance"
"CureVac","CVAC","635.82","417404","Medical - Biomedical and Genetics","Medical"
"Covalon Technologies","CVALF","71.24","17326","Medical - Instruments","Medical"
"CVB Financial","CVBF","3072.91","735822","Banks - West","Finance"
"Cavco Industries","CVCO","3858.61","61776","Building Products - Mobile Homes and RV Builders","Construction"
"Cenovus Energy","CVE","29471.29","7102463","Oil and Gas - Integrated - Canadian","Oils-Energy"
"Civeo","CVEO","358.37","55676","Hotels and Motels","Consumer Discretionary"
"Commercial Vehicle Group","CVGI","87.11","248506","Automotive - Original Equipment","Auto-Tires-Trucks"
"Calavo Growers","CVGW","503.43","132560","Agriculture - Operations","Consumer Staples"
"CVR Energy","CVI","1855.78","2023136","Oil and Gas - Refining and Marketing","Oils-Energy"
"Cadrenal Therapeutics, Inc.","CVKD","18.94","83071","Medical - Biomedical and Genetics","Medical"
"Covenant Logistics Group","CVLG","761.13","71916","Transportation - Truck","Transportation"
"CommVault Systems","CVLT","7502.06","500385","Computer - Software","Computer and Technology"
"CelSci","CVM","46.45","371019","Medical - Biomedical and Genetics","Medical"
"Carvana","CVNA","50734.34","3381432","Internet - Commerce","Retail-Wholesale"
"CVRx","CVRX","376.57","501865","Medical - Instruments","Medical"
"CVS Health","CVS","69891.97","14103870","Retail - Pharmacies and Drug Stores","Retail-Wholesale"
"CV Sciences","CVSI","8.74","224761","Medical - Drugs","Medical"
"CPI Aerostructures","CVU","43.8","25412","Aerospace - Defense Equipment","Aerospace"
"CVD Equipment","CVV","19.41","24562","Manufacturing - General Industrial ","Industrial Products"
"Chevron","CVX","282017.53","6665492","Oil and Gas - Integrated - International","Oils-Energy"
"CurtissWright","CW","14641.93","265806","Aerospace - Defense Equipment","Aerospace"
"Clearwater Analytics Holdings","CWAN","7857.73","1570150","Internet - Software","Computer and Technology"
"Community West Bancshares","CWBC","373.99","38676","Financial - Miscellaneous Services","Finance"
"CW Bancorp","CWBK","111.77","453","Banks - Southwest","Finance"
"Cohbar","CWBR","1.42","1023","Medical - Biomedical and Genetics","Medical"
"Consolidated Water","CWCO","399.5","87938","Utility - Water Supply","Utilities"
"CaliberCos Inc.","CWD","13.2","25246","Financial - Miscellaneous Services","Finance"
"Clearway Energy","CWEN","5617.64","1117001","Alternative Energy - Other","Oils-Energy"
"Clearway Energy","CWENA","5276.01","217904","Alternative Energy - Other","Oils-Energy"
"Crimson Wine Group","CWGL","136.95","5306","Beverages - Alcohol","Consumer Staples"
"Camping World","CWH","2018.61","2293564","Leisure and Recreation Services","Consumer Discretionary"
"Cushman & Wakefield","CWK","3423.95","2421086","Real Estate - Operations","Finance"
"CW Petroleum Corp.","CWPE","21.73","2557","Oil and Gas - Integrated - United States","Oils-Energy"
"Casella Waste Systems","CWST","6748.6","342900","Pollution Control","Industrial Products"
"California Water Service Group","CWT","3099.15","295819","Utility - Water Supply","Utilities"
"SmartCentres Real Estate Investment Trust","CWYUF","3206.33","14838","REIT and Equity Trust - Retail","Finance"
"Cemex","CX","8535.12","12115207","Building Products - Concrete and Aggregates","Construction"
"CXAPP INC","CXAI","25.34","334840","Technology Services","Business Services"
"Crexendo","CXDO","145.6","164791","Internet - Services","Computer and Technology"
"","CXH","66.76","14341","Financial - Investment Funds","Finance"
"Sprinklr","CXM","1916.22","2688955","Technology Services","Business Services"
"Crane NXT, Co.","CXT","3240.86","388335","Technology Services","Business Services"
"CoreCivic","CXW","2483.29","1424692","REIT and Equity Trust - Other","Finance"
"Cyanotech","CYAN","4.26","1968","Medical - Drugs","Medical"
"Cybin Inc.","CYBN","215.51","173117","Medical - Biomedical and Genetics","Medical"
"CyberArk Software","CYBR","12837.2","392166","Computers - IT Services","Computer and Technology"
"Cyclacel Pharmaceuticals","CYCC","1.03","3561267","Medical - Biomedical and Genetics","Medical"
"Cyclerion Therapeutics","CYCN","6.86","34368","Medical - Biomedical and Genetics","Medical"
"China Yuchai International","CYD","2.8","11273","Automotive - Original Equipment","Auto-Tires-Trucks"
"CytoDyn","CYDY","149.98","3186844","Medical - Drugs","Medical"
"CyberAgent","CYGIY","3169.72","0","Internet - Services","Computer and Technology"
"Community Health Systems","CYH","623.88","2305110","Medical - Hospital","Medical"
"Cyngn","CYN","9.32","1697399","Automotive - Original Equipment","Auto-Tires-Trucks"
"CYREN","CYRNQ","0","711","Internet - Software","Computer and Technology"
"CryoPort","CYRX","382.1","352019","Transportation - Services","Transportation"
"Cyclo Therapeutics","CYTH","21.21","24625","Medical - Biomedical and Genetics","Medical"
"Cytokinetics","CYTK","6842.46","1071731","Medical - Biomedical and Genetics","Medical"
"Altamira Therapeutics","CYTO","1.7","47404","Medical - Drugs","Medical"
"Citizens Bancshares","CZBS","106.7","1596","Banks - Southeast","Finance"
"Citizens Financial Services","CZFS","328.47","17173","Banks - Northeast","Finance"
"Citizens & Northern Corp","CZNC","317.84","23926","Banks - Northeast","Finance"
"Cazoo Group","CZOOF","0","11067","Automotive - Foreign","Auto-Tires-Trucks"
"Caesars Entertainment","CZR","8677.7","3717623","Leisure and Recreation Services","Consumer Discretionary"
"Citizens Community Bancorp","CZWI","144.49","21717","Financial - Savings and Loan","Finance"
"Dominion Energy","D","48544.16","4702201","Utility - Electric Power","Utilities"
"Danaos","DAC","1591.56","92161","Transportation - Shipping","Transportation"
"Dada Nexus Limited","DADA","441.67","1337434","Technology Services","Business Services"
"Data IO","DAIO","24.1","26660","Electronics - Miscellaneous Components","Computer and Technology"
